dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,coverage_start,coverage_end,generated_at,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-04-07,2007-04,3052,3052.0,0,1.0111175706424107,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-04-14,2007-04,2764,2764.0,0,0.915704117056233,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-04-21,2007-04,3601,3601.0,0,1.192999466541062,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-04-28,2007-04,3316,3316.0,0,1.098579903096407,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-05-05,2007-05,3430,3430.0,0,1.136347728474269,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-05-12,2007-05,3465,3465.0,0,1.1479431134587001,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-05-19,2007-05,2747,2747.0,0,0.910072072920938,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-05-26,2007-05,2958,2958.0,0,0.9799756795413666,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-06-02,2007-06,1956,1956.0,0,0.6480163722727901,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-06-09,2007-06,2688,2688.0,0,0.890525566804325,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-06-16,2007-06,3110,3110.0,0,1.0303327800451827,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-06-23,2007-06,3964,3964.0000000000005,0,1.3132601736653067,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-06-30,2007-06,2440,2440.0,0,0.8083639817717831,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-07-07,2007-07,3040,3040.0,0,1.00714201007632,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-07-14,2007-07,3383,3383.0,0,1.120776782923747,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-07-21,2007-07,4264,4264.0,0,1.412649187817575,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-07-28,2007-07,3851,3851.0,0,1.2758236450012856,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-08-04,2007-08,3591,3591.0,0,1.189686499402653,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-08-11,2007-08,4373,4373.0,0,1.4487605296262327,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-08-18,2007-08,4049,4049.0,0,1.3414203943417826,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-08-25,2007-08,4808,4808.0,0,1.592874600147022,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-09-01,2007-09,3625,3625.0,0,1.2009505876732434,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-09-08,2007-09,2979,2979.0,0,0.9869329105320255,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-09-15,2007-09,4571,4571.0,0,1.51435727896673,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-09-22,2007-09,4272,4272.0,0,1.4152995615283024,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-09-29,2007-09,3476,3476.0,0,1.1515873773109502,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-10-06,2007-10,3959,3959.0,0,1.3116036900961023,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-10-13,2007-10,3589,3588.9999999999995,0,1.1890239059749712,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-10-20,2007-10,3241,3241.0,0,1.0737326495583397,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-10-27,2007-10,3390,3390.0,0,1.123095859920633,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-11-03,2007-11,3730,3730.0,0,1.2357367426265373,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-11-10,2007-11,3338,3338.0,0,1.1058684308009066,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-11-17,2007-11,2944,2944.0,0,0.975337525547594,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-11-24,2007-11,2361,2361.0,0,0.7821915413783525,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-12-01,2007-12,4111,4111.0,0,1.3619607905999183,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-12-08,2007-12,3947,3947.0,0,1.3076281295300116,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-12-15,2007-12,3703,3703.0,0,1.2267917313528331,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-12-22,2007-12,1528,1528.0,0,0.5062213787488872,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2007-12-29,2007-12,1358,1358.0,0,0.44990093739593506,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2008-01-05,2008-01,2161,2161.0,0,0.7085935154036663,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2008-01-12,2008-01,3639,3639.0,0,1.193230820247081,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2008-01-19,2008-01,2925,2925.0,0,0.9591096865135234,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2008-01-26,2008-01,2740,2740.0,0,0.898448048221215,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2008-02-02,2008-02,2755,2755.0,0,0.9033665594341049,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2008-02-09,2008-02,3000,3000.0,0,0.9837022425779728,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2008-02-16,2008-02,2428,2428.0,0,0.7961430149931059,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2008-02-23,2008-02,2423,2423.0,0,0.7945035112554759,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2008-03-01,2008-03,3108,3108.0,0,1.0191155233107798,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2008-03-08,2008-03,2256,2256.0,0,0.7397440864186354,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2008-03-15,2008-03,2636,2636.0,0,0.864346370478512,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2008-03-22,2008-03,3053,3053.0,0,1.0010809821968503,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2008-03-29,2008-03,3301,3301.0,0,1.082400367583296,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2008-04-05,2008-04,3492,3492.0,0,1.1450294103607603,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2008-04-12,2008-04,3477,3477.0,0,1.1401108991478703,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2008-04-19,2008-04,3494,3494.0,0,1.145685211855812,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2008-04-26,2008-04,2975,2975.0,0,0.9755047238898229,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2008-05-03,2008-05,3120,3120.0,0,1.0230503322810918,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2008-05-10,2008-05,3274,3274.0,0,1.073547047400094,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2008-05-17,2008-05,2843,2843.0,0,0.9322218252163922,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2008-05-24,2008-05,2453,2453.0,0,0.8043405336812557,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2008-05-31,2008-05,2580,2580.0,0,0.8459839286170565,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
disease,D033,gonorrhea,Gonorrhea,US,United States,D033,Gonorrhea,淋病,Bacterial,2008-06-07,2008-06,3509,3509.0,0,1.1506037230687023,wpp_computed,,2006-01-07,2026-03-21,2026-03-27T13:36:35.923232+00:00,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api
