dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,coverage_start,coverage_end,generated_at,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2012-11-23,2012-11,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2012-11-30,2012-11,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2012-12-07,2012-12,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2012-12-14,2012-12,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2012-12-21,2012-12,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2012-12-28,2012-12,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-01-04,2013-01,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-01-11,2013-01,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-01-18,2013-01,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-01-25,2013-01,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-02-01,2013-02,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-02-08,2013-02,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-02-15,2013-02,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-02-22,2013-02,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-03-01,2013-03,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-03-08,2013-03,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-03-15,2013-03,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-03-22,2013-03,1,1.0,0,0.0007829403835799535,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-03-29,2013-03,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-04-05,2013-04,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-04-12,2013-04,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-04-19,2013-04,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-04-26,2013-04,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-05-03,2013-05,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-05-10,2013-05,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-05-17,2013-05,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-05-24,2013-05,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-05-31,2013-05,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-06-07,2013-06,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-06-14,2013-06,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-06-21,2013-06,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-06-28,2013-06,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-07-05,2013-07,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-07-12,2013-07,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-07-19,2013-07,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-07-26,2013-07,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-08-02,2013-08,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-08-09,2013-08,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-08-16,2013-08,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-08-23,2013-08,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-08-30,2013-08,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-09-06,2013-09,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-09-13,2013-09,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-09-20,2013-09,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-09-27,2013-09,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-10-04,2013-10,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-10-11,2013-10,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-10-18,2013-10,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D095,coccidioidomycosis,Coccidioidomycosis,JP,Japan,D095,Coccidioidomycosis,球孢子菌病,Fungal,2013-10-25,2013-10,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-28,2026-04-01T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
